dataset,chunk_id,compression_ratio,model,timestamp
enwik8,143,0.8346765634315303,random_baseline,1752924127.796696
enwik8,144,0.888716157830378,random_baseline,1752924127.798136
enwik8,145,1.0418659681380087,random_baseline,1752924127.799636
enwik8,146,0.9956855422002844,random_baseline,1752924127.801044
enwik8,147,1.0499446018296796,random_baseline,1752924127.802528
enwik8,148,1.1779680185208994,random_baseline,1752924127.8041532
enwik8,149,0.7208744730952736,random_baseline,1752924127.805378
enwik8,150,0.7293403944963743,random_baseline,1752924127.806609
enwik8,151,0.6725178963631295,random_baseline,1752924127.807831
enwik8,152,0.6551567292112898,random_baseline,1752924127.809066
enwik8,153,0.6205505516692343,random_baseline,1752924127.810234
enwik8,154,0.7394321581233728,random_baseline,1752924127.81146
enwik8,155,0.6727775978596781,random_baseline,1752924127.812625
enwik8,156,0.7428598963468172,random_baseline,1752924127.8138812
enwik8,157,0.6578000797925423,random_baseline,1752924127.815084
enwik8,158,0.6773728008008785,random_baseline,1752924127.816302
enwik8,159,0.626251591071677,random_baseline,1752924127.817454
enwik8,160,0.627255978763594,random_baseline,1752924127.818638
enwik8,161,0.7554674234422989,random_baseline,1752924127.819938
enwik8,162,0.6706234554677002,random_baseline,1752924127.821182
enwik8,163,0.6367645878376097,random_baseline,1752924127.822322
enwik8,164,0.6893547115021589,random_baseline,1752924127.823532
enwik8,165,0.9270028157760417,random_baseline,1752924127.824976
enwik8,166,1.1207290528784446,random_baseline,1752924127.826586
enwik8,167,0.8723412516341178,random_baseline,1752924127.828039
enwik8,168,0.8808095995012243,random_baseline,1752924127.829458
enwik8,169,1.1200911655494479,random_baseline,1752924127.831093
enwik8,170,1.0979254335796398,random_baseline,1752924127.832706
enwik8,171,1.0057224696763485,random_baseline,1752924127.834242
enwik8,172,0.9656625198117605,random_baseline,1752924127.835747
enwik8,173,0.9213953129874273,random_baseline,1752924127.8372018
enwik8,174,0.7770752415654116,random_baseline,1752924127.838602
enwik8,175,0.7359860790186219,random_baseline,1752924127.839882
enwik8,176,0.9126957119855702,random_baseline,1752924127.841234
enwik8,177,0.8232431288628805,random_baseline,1752924127.842561
enwik8,178,1.06497263545594,random_baseline,1752924127.8441339
enwik8,179,1.0055756666924658,random_baseline,1752924127.845634
enwik8,180,0.886066090109589,random_baseline,1752924127.8470578
enwik8,181,0.6406991432136995,random_baseline,1752924127.8482292
enwik8,182,1.1411996009495513,random_baseline,1752924127.849786
enwik8,183,0.7181123043969007,random_baseline,1752924127.851017
enwik8,184,0.7233817168286835,random_baseline,1752924127.852289
enwik8,185,0.7087788780371159,random_baseline,1752924127.853665
enwik8,186,0.708341665281853,random_baseline,1752924127.8549702
enwik8,187,0.650418800929541,random_baseline,1752924127.856145
enwik8,188,0.6400165117182504,random_baseline,1752924127.857355
enwik8,189,0.6349910435510558,random_baseline,1752924127.8585951
enwik8,190,0.7148681403917899,random_baseline,1752924127.859822
enwik8,191,0.7583926319112909,random_baseline,1752924127.8610759
enwik8,192,0.6276450308322666,random_baseline,1752924127.862293
enwik8,193,0.6635621385407035,random_baseline,1752924127.863466
enwik8,194,0.8791094215798486,random_baseline,1752924127.86481
enwik8,195,0.9615910377206485,random_baseline,1752924127.8664498
enwik8,196,0.7255339716580775,random_baseline,1752924127.867738
enwik8,197,1.1929449640734922,random_baseline,1752924127.8693602
enwik8,198,0.994648172796411,random_baseline,1752924127.870903
enwik8,199,0.74668049921459,random_baseline,1752924127.872166
enwik8,200,0.6533592444723186,random_baseline,1752924127.8733351
enwik8,201,0.7161300790224102,random_baseline,1752924127.874541
enwik8,202,0.6554479010623367,random_baseline,1752924127.875702
enwik8,203,0.660664970175589,random_baseline,1752924127.876881
enwik8,204,0.7380388426361987,random_baseline,1752924127.878083
enwik8,205,0.6837479604521394,random_baseline,1752924127.879241
enwik8,206,0.6657197062904,random_baseline,1752924127.880438
enwik8,207,0.7492087376955898,random_baseline,1752924127.881718
enwik8,208,0.6739747643204607,random_baseline,1752924127.8829079
enwik8,209,0.6264101863437133,random_baseline,1752924127.884066
enwik8,210,0.7420751024858797,random_baseline,1752924127.885317
enwik8,211,0.8163528830832428,random_baseline,1752924127.886647
enwik8,212,0.8872338853667672,random_baseline,1752924127.888078
enwik8,213,0.8865581117660414,random_baseline,1752924127.889608
enwik8,214,0.9051143553038463,random_baseline,1752924127.8910542
enwik8,215,0.9594928571365637,random_baseline,1752924127.8926048
enwik8,216,0.9003931308343002,random_baseline,1752924127.89397
enwik8,217,0.9236484796544817,random_baseline,1752924127.895355
enwik8,218,1.081087020884072,random_baseline,1752924127.896862
enwik8,219,0.8865114377560679,random_baseline,1752924127.8982332
enwik8,220,0.8089974460620811,random_baseline,1752924127.899563
enwik8,221,0.8035799345294448,random_baseline,1752924127.900875
enwik8,222,0.9939336062952362,random_baseline,1752924127.9023612
enwik8,223,0.8469798128834302,random_baseline,1752924127.903732
enwik8,224,0.5594216930760569,random_baseline,1752924127.904845
enwik8,225,0.7558844623686302,random_baseline,1752924127.9061508
enwik8,226,0.863790017718135,random_baseline,1752924127.90753
enwik8,227,0.7752284093243877,random_baseline,1752924127.908829
enwik8,228,1.0404290390945021,random_baseline,1752924127.910285
enwik8,229,1.1241866311601207,random_baseline,1752924127.911881
enwik8,230,1.0231964294958191,random_baseline,1752924127.913358
enwik8,231,0.7540089732963428,random_baseline,1752924127.914631
enwik8,232,0.704827498817004,random_baseline,1752924127.915809
enwik8,233,0.629376777956142,random_baseline,1752924127.9169369
enwik8,234,0.6450972221300146,random_baseline,1752924127.918057
enwik8,235,0.9648912633098745,random_baseline,1752924127.919424
enwik8,236,1.5627575805297647,random_baseline,1752924127.9211571
enwik8,237,0.678394820587008,random_baseline,1752924127.9223628
enwik8,238,0.6876300839373074,random_baseline,1752924127.923506
enwik8,239,0.8176944261425168,random_baseline,1752924127.9247801
enwik8,240,0.9563741936810496,random_baseline,1752924127.926244
enwik8,241,1.3747050204068898,random_baseline,1752924127.928121
enwik8,242,0.7520870670852053,random_baseline,1752924127.929333
enwik8,243,0.729884702626892,random_baseline,1752924127.930503
enwik8,244,0.7374902736485561,random_baseline,1752924127.931699
enwik8,245,0.7152745721330691,random_baseline,1752924127.932905
enwik8,246,0.767909124062859,random_baseline,1752924127.934104
enwik8,247,0.7237494531760877,random_baseline,1752924127.935267
enwik8,248,0.736082991375259,random_baseline,1752924127.936568
enwik8,249,0.7290817826284238,random_baseline,1752924127.937782
enwik8,250,0.7026882356968333,random_baseline,1752924127.938974
enwik8,251,0.7197569917052349,random_baseline,1752924127.9401522
enwik8,252,0.7208371168375065,random_baseline,1752924127.9413602
enwik8,253,0.7190106747829345,random_baseline,1752924127.9425511
enwik8,254,0.8301588257808663,random_baseline,1752924127.9437819
enwik8,255,0.7032992717220212,random_baseline,1752924127.944952
enwik8,256,0.7267987902611895,random_baseline,1752924127.946126
enwik8,257,0.7301954141488246,random_baseline,1752924127.947328
enwik8,258,0.7181657712970727,random_baseline,1752924127.948534
enwik8,259,0.7563372786805932,random_baseline,1752924127.949738
enwik8,260,0.7676958377274234,random_baseline,1752924127.950943
enwik8,261,0.7815968889722013,random_baseline,1752924127.952149
enwik8,262,0.7156104858831135,random_baseline,1752924127.953322
enwik8,263,0.8324521535260814,random_baseline,1752924127.9546182
enwik8,264,0.655576176729876,random_baseline,1752924127.955771
enwik8,265,0.8039784013751543,random_baseline,1752924127.956995
enwik8,266,0.8272806999926328,random_baseline,1752924127.9583008
enwik8,267,0.7140020031251078,random_baseline,1752924127.959605
enwik8,268,0.5975898712047155,random_baseline,1752924127.960722
enwik8,269,0.7995117193729043,random_baseline,1752924127.9619808
enwik8,270,0.7704675065012255,random_baseline,1752924127.963212
enwik8,271,0.7907050193252364,random_baseline,1752924127.9644659
enwik8,272,0.7397418959579657,random_baseline,1752924127.9657412
enwik8,273,0.7584745725604626,random_baseline,1752924127.96701
enwik8,274,0.8427738909732226,random_baseline,1752924127.968368
enwik8,275,0.7710795914903934,random_baseline,1752924127.9695969
enwik8,276,0.7501921033342684,random_baseline,1752924127.9708369
enwik8,277,0.7288968818071384,random_baseline,1752924127.97206
enwik8,278,0.7940411121471646,random_baseline,1752924127.9733
enwik8,279,0.7970045344553576,random_baseline,1752924127.974518
enwik8,280,0.6420000774248079,random_baseline,1752924127.975635
enwik8,281,0.6525042865410771,random_baseline,1752924127.976815
enwik8,282,0.7190382908515549,random_baseline,1752924127.978019
enwik8,283,0.6977182277054373,random_baseline,1752924127.979202
enwik8,284,1.086594111961135,random_baseline,1752924127.9807181
enwik8,285,1.0042573212650865,random_baseline,1752924127.982199
enwik8,286,0.8878729940092233,random_baseline,1752924127.983588
enwik8,287,0.6046579778986882,random_baseline,1752924127.984688
enwik8,288,0.597814069878149,random_baseline,1752924127.986239
enwik8,289,0.6276078674194318,random_baseline,1752924127.987489
enwik8,290,0.5945992046542744,random_baseline,1752924127.98865
enwik8,291,0.6191296820959822,random_baseline,1752924127.9897861
enwik8,292,0.6684954366598677,random_baseline,1752924127.990975
enwik8,293,0.6523902725738205,random_baseline,1752924127.992104
enwik8,294,0.6722137014656945,random_baseline,1752924127.993268
enwik8,295,0.5968703336164481,random_baseline,1752924127.994414
enwik8,296,0.5720380273681714,random_baseline,1752924127.995538
enwik8,297,0.6222952116362592,random_baseline,1752924127.9966521
enwik8,298,0.6116407606175376,random_baseline,1752924127.997807
enwik8,299,0.6292440134978238,random_baseline,1752924127.998925
enwik8,300,0.7919658537855788,random_baseline,1752924128.000302
enwik8,301,1.2496213903685727,random_baseline,1752924128.0019891
enwik8,302,1.0503333873934004,random_baseline,1752924128.003498
enwik8,303,0.669913415835551,random_baseline,1752924128.0046642
enwik8,304,0.6308551695146777,random_baseline,1752924128.00576
enwik8,305,0.6207778045231673,random_baseline,1752924128.006835
enwik8,306,0.6535940753186135,random_baseline,1752924128.007954
enwik8,307,0.5440636723662463,random_baseline,1752924128.009001
enwik8,308,0.5917209751712248,random_baseline,1752924128.010195
enwik8,309,0.6246115059117681,random_baseline,1752924128.0113568
enwik8,310,0.6412117364388299,random_baseline,1752924128.012486
enwik8,311,0.6109383681668671,random_baseline,1752924128.013626
enwik8,312,0.6267115115356335,random_baseline,1752924128.01476
enwik8,313,0.6647115159968339,random_baseline,1752924128.0159419
enwik8,314,0.5999313529092132,random_baseline,1752924128.017062
enwik8,315,0.6079220732511982,random_baseline,1752924128.018195
enwik8,316,0.5644236654858206,random_baseline,1752924128.019295
enwik8,317,0.5366350689486404,random_baseline,1752924128.020381
enwik8,318,0.7276808857871988,random_baseline,1752924128.021645
enwik8,319,0.8177638953297665,random_baseline,1752924128.022944
enwik8,320,1.4651332671222819,random_baseline,1752924128.024876
enwik8,321,0.6729852652643417,random_baseline,1752924128.026119
enwik8,322,0.580869896070915,random_baseline,1752924128.027253
enwik8,323,0.6171660806186903,random_baseline,1752924128.0284212
enwik8,324,1.0099211571303803,random_baseline,1752924128.030009
enwik8,325,0.7153122222986891,random_baseline,1752924128.03123
enwik8,326,0.6339368501446948,random_baseline,1752924128.032423
enwik8,327,0.6506954898237661,random_baseline,1752924128.033644
enwik8,328,0.6308303666921399,random_baseline,1752924128.034806
enwik8,329,0.6795242039362058,random_baseline,1752924128.035983
enwik8,330,0.9199294659642602,random_baseline,1752924128.037309
enwik8,331,0.8014625667752695,random_baseline,1752924128.038574
enwik8,332,0.7099455918619857,random_baseline,1752924128.039799
enwik8,333,0.8265714456543858,random_baseline,1752924128.0411232
enwik8,334,0.7057583003688124,random_baseline,1752924128.042324
enwik8,335,0.6992726266162258,random_baseline,1752924128.043494
enwik8,336,0.6632345249699402,random_baseline,1752924128.044626
enwik8,337,0.6695301445190701,random_baseline,1752924128.045813
enwik8,338,0.8481469005164228,random_baseline,1752924128.047105
enwik8,339,0.7515865343920205,random_baseline,1752924128.048407
enwik8,340,0.7306236052644616,random_baseline,1752924128.0496588
enwik8,341,0.6963440404464497,random_baseline,1752924128.0508502
enwik8,342,0.6459607051205111,random_baseline,1752924128.052035
enwik8,343,0.7006194820604339,random_baseline,1752924128.0532448
enwik8,344,0.747602612955543,random_baseline,1752924128.054516
enwik8,345,0.7672207748934919,random_baseline,1752924128.0557828
enwik8,346,0.7686339252735752,random_baseline,1752924128.057068
enwik8,347,0.6579017749072702,random_baseline,1752924128.058264
enwik8,348,0.6738274995957175,random_baseline,1752924128.059464
enwik8,349,0.9038701288129836,random_baseline,1752924128.060899
enwik8,350,0.9494066913895843,random_baseline,1752924128.062392
enwik8,351,1.0556940609498822,random_baseline,1752924128.0638988
enwik8,352,0.9694228936215872,random_baseline,1752924128.0653272
enwik8,353,1.0164157777786025,random_baseline,1752924128.0668511
enwik8,354,1.0919247859699024,random_baseline,1752924128.068448
enwik8,355,0.665061184293138,random_baseline,1752924128.069694
enwik8,356,0.6415227380985441,random_baseline,1752924128.070891
enwik8,357,0.5671700219184275,random_baseline,1752924128.0720131
enwik8,358,0.6831420693246326,random_baseline,1752924128.07321
enwik8,359,0.6444012452680413,random_baseline,1752924128.0744
enwik8,360,0.6725224462382458,random_baseline,1752924128.0756228
enwik8,361,0.6476669170689947,random_baseline,1752924128.076809
enwik8,362,0.9344728345984327,random_baseline,1752924128.0783591
enwik8,363,1.1659835092527824,random_baseline,1752924128.079942
enwik8,364,0.7373953635155863,random_baseline,1752924128.0812118
enwik8,365,0.7036307178420987,random_baseline,1752924128.082454
enwik8,366,0.621069593521216,random_baseline,1752924128.083619
enwik8,367,0.8136393008654011,random_baseline,1752924128.08494
enwik8,368,0.7872620250516172,random_baseline,1752924128.086238
enwik8,369,0.9608344498168071,random_baseline,1752924128.087679
enwik8,370,0.6790554757617857,random_baseline,1752924128.0888908
enwik8,371,0.692939202847655,random_baseline,1752924128.090037
enwik8,372,0.6556949010106994,random_baseline,1752924128.09116
enwik8,373,0.6041048992995788,random_baseline,1752924128.0922902
enwik8,374,0.737497150880834,random_baseline,1752924128.093448
enwik8,375,0.7940347454205031,random_baseline,1752924128.0947368
enwik8,376,0.8348995642900175,random_baseline,1752924128.096122
enwik8,377,1.3890064990343511,random_baseline,1752924128.0979352
enwik8,378,1.1465262822225482,random_baseline,1752924128.099519
enwik8,379,1.1112075732802735,random_baseline,1752924128.1010208
enwik8,380,0.6935199769312472,random_baseline,1752924128.10228
enwik8,381,0.7933936583221304,random_baseline,1752924128.10353
enwik8,382,0.6985849385619831,random_baseline,1752924128.104716
enwik8,383,0.6350079743467345,random_baseline,1752924128.10592
enwik8,384,0.5901372503302311,random_baseline,1752924128.107032
enwik8,385,0.6003758352921117,random_baseline,1752924128.1081731
enwik8,386,0.5816619670738394,random_baseline,1752924128.1093068
enwik8,387,0.6010015359047914,random_baseline,1752924128.110382
enwik8,388,0.5907116175342597,random_baseline,1752924128.111445
enwik8,389,0.7706013782269018,random_baseline,1752924128.1127
enwik8,390,0.7155990388144503,random_baseline,1752924128.113903
enwik8,391,0.7529365033226494,random_baseline,1752924128.115152
enwik8,392,0.6601524710990284,random_baseline,1752924128.1163578
enwik8,393,0.6846156440068983,random_baseline,1752924128.117541
enwik8,394,0.6430632609343944,random_baseline,1752924128.118644
enwik8,395,0.6701378717726536,random_baseline,1752924128.119839
enwik8,396,0.5939305702166103,random_baseline,1752924128.1209412
enwik8,397,0.6357938484370332,random_baseline,1752924128.122089
enwik8,398,0.6813196836162936,random_baseline,1752924128.1232939
enwik8,399,0.9419070809779786,random_baseline,1752924128.1247501
enwik8,400,1.0177549035958608,random_baseline,1752924128.126237
enwik8,401,1.255557725867307,random_baseline,1752924128.127878
enwik8,402,1.2761521488350127,random_baseline,1752924128.129517
enwik8,403,0.9851552333826336,random_baseline,1752924128.130938
enwik8,404,0.7693186497066644,random_baseline,1752924128.1322172
enwik8,405,1.5224739474338802,random_baseline,1752924128.13396
enwik8,406,1.3637411328421547,random_baseline,1752924128.135649
enwik8,407,0.6932819199068168,random_baseline,1752924128.136836
enwik8,408,0.818237103907871,random_baseline,1752924128.138091
enwik8,409,1.2646116350598113,random_baseline,1752924128.1397882
enwik8,410,0.8319024723626899,random_baseline,1752924128.1410718
enwik8,411,0.7461871806203959,random_baseline,1752924128.1424
enwik8,412,0.8724521245494615,random_baseline,1752924128.1437771
enwik8,413,0.9721201534563964,random_baseline,1752924128.145243
enwik8,414,0.759974081183382,random_baseline,1752924128.146511
enwik8,415,0.9038079434831486,random_baseline,1752924128.147892
enwik8,416,0.8258996168393539,random_baseline,1752924128.14919
enwik8,417,0.6272411952353079,random_baseline,1752924128.1503758
enwik8,418,0.7894466462021446,random_baseline,1752924128.151617
enwik8,419,0.6836896048823758,random_baseline,1752924128.152807
enwik8,420,1.0898092928671963,random_baseline,1752924128.15426
enwik8,421,1.4904645568685346,random_baseline,1752924128.156082
enwik8,422,1.5226075451599224,random_baseline,1752924128.157878
enwik8,423,0.9709583187943495,random_baseline,1752924128.159283
enwik8,424,1.0835861365374082,random_baseline,1752924128.160806
enwik8,425,1.5388525869104566,random_baseline,1752924128.1627939
enwik8,426,1.5250280287806834,random_baseline,1752924128.16468
enwik8,427,0.6956479420429554,random_baseline,1752924128.1659
enwik8,428,0.6975889196080375,random_baseline,1752924128.167131
enwik8,429,0.8754424904804868,random_baseline,1752924128.168523
enwik8,430,0.970420048990739,random_baseline,1752924128.1699579
enwik8,431,0.8327299267735773,random_baseline,1752924128.171316
enwik8,432,1.028729437931686,random_baseline,1752924128.172756
enwik8,433,0.803806713869334,random_baseline,1752924128.174025
enwik8,434,0.8895017074670155,random_baseline,1752924128.175335
enwik8,435,0.7468868819241113,random_baseline,1752924128.17655
enwik8,436,0.5758926362698693,random_baseline,1752924128.1776462
enwik8,437,0.6089620497802471,random_baseline,1752924128.178754
enwik8,438,0.6144114699242171,random_baseline,1752924128.179892
enwik8,439,0.6336260079586612,random_baseline,1752924128.181041
enwik8,440,0.6988669416228396,random_baseline,1752924128.182274
enwik8,441,0.6609804437983344,random_baseline,1752924128.183386
enwik8,442,0.7443576756126935,random_baseline,1752924128.1845682
enwik8,443,0.6689740052985453,random_baseline,1752924128.185743
enwik8,444,0.7047217527554716,random_baseline,1752924128.186933
enwik8,445,0.6277455467381976,random_baseline,1752924128.18805
enwik8,446,0.6561165767164766,random_baseline,1752924128.189232
enwik8,447,0.6454558488482137,random_baseline,1752924128.190364
enwik8,448,0.8003824074837486,random_baseline,1752924128.191602
enwik8,449,0.991288360686444,random_baseline,1752924128.193033
enwik8,450,1.3123760211544468,random_baseline,1752924128.1946628
enwik8,451,1.2878597754455312,random_baseline,1752924128.19627
enwik8,452,1.2997599106719164,random_baseline,1752924128.19789
enwik8,453,1.2892879729069964,random_baseline,1752924128.199501
enwik8,454,1.3641643678367383,random_baseline,1752924128.201104
enwik8,455,1.141129082280736,random_baseline,1752924128.202615
enwik8,456,0.9212581888843047,random_baseline,1752924128.203968
enwik8,457,0.9171953143171068,random_baseline,1752924128.205303
enwik8,458,1.4103863298087713,random_baseline,1752924128.2071419
enwik8,459,0.7985518925000692,random_baseline,1752924128.20847
enwik8,460,1.03496458136943,random_baseline,1752924128.210021
enwik8,461,0.696980094818779,random_baseline,1752924128.211262
